ITEM_NAME,ITEM_SEQ,ITEM_IMAGE,SHAPE,COLOR,PRINT_FRONT,PRINT_BACK
비타몬에프연질캡슐,200202896,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428326813400045,2,1,5722,322
오로파트정5mg(올로파타딘염산염),200711474,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6ADU,0,3,93,6859
메가탑플러스연질캅셀,200200275,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809062320700166,1,2,5723,322
글리닙정400밀리그램(이매티닙메실산염),201307124,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426709444700179,2,3,5724,322
레니원정(레르카니디핀염산염),200501590,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154151882208300052,0,3,46,2015
뉴프라딘캡슐(세프라딘수화물),200503314,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369812688200127,1,6,5725,322
포렌드정70밀리그램(알렌드론산나트륨수화물)(수출명:볼랜드정),200512196,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900005,2,0,5726,163
에이렌드정70밀리그램(알렌드론산나트륨수화물),200611328,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900008,2,0,3455,13599
아렌맥스정(알렌드론산나트륨삼수화물),200502717,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6ShM,2,0,297,9352
씨폭신정(시프로플록사신염산염수화물),200512251,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577162254600185,0,0,5727,322
로메텍정(로메플록사신염산염),200501795,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152035092098100015,2,0,442,13600
레카딥정(레르카니디핀염산염),200502742,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPpe_,0,3,5728,46
카디아핀정10밀리그램(레르카니디핀염산염),200501239,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPpvy,0,3,627,46
다이트린정(펜디메트라진타르타르산염),200512174,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900023,0,0,1185,13601
리리카캡슐75밀리그램(프레가발린),200511057,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_xmK9Ifgz,1,2,5729,322
리리카캡슐150밀리그램(프레가발린),200511058,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N_xmK9IfhF,1,0,5730,322
로코탄정50밀리그램(로사르탄칼륨),200502672,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148613642712300109,2,0,3404,9560
팜클리어정250밀리그램(팜시클로비르),200500306,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800407078800087,0,0,5731,1019
토파메드정100밀리그램(토피라메이트),200400323,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900038,0,3,1320,337
유로큐서방정4밀리그램(톨터로딘-L-타르타르산염),200608248,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031049862800113,0,0,5732,322
리스프리정1밀리그램(리스페리돈),200600079,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900041,1,0,5733,322
세토람정5밀리그람(토라세미드),200600084,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900044,0,0,578,6342
세토람정10밀리그람(토라세미드),200500439,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369808565900064,0,0,5734,322
마빌엑스엘정(알렌드론산나트륨),200600046,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900050,0,0,5735,4076
메페닐정(메페남산),200210765,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706780504700000,1,5,5736,322
웰트민정(펜터민염산염),200604164,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6PuZ,6,0,5737,322
메모빅캡슐7.5밀리그람(멜록시캄),200502090,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900070,1,4,5738,322
비타카오에프정,200600576,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900075,2,3,5739,322
파인디핀정(암로디핀말레산염),200500748,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946223524600053,3,0,93,13602
레티리진정(레보세티리진염산염),200804288,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6AC9,2,0,93,6223
모사피드정(모사프리드시트르산염이수화물),200701913,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333326985900081,1,0,93,3669
톨터린정(엘주석산톨터로딘),200600169,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154632609114900049,0,0,93,13603
토피라정100밀리그램(토피라메이트),200502186,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151499401019900069,0,3,5740,560
팜시버정750밀리그램(팜시클로비르),200600474,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900102,2,0,5741,322
대화세파드록실캡슐500밀리그램(세파드록실수화물),200607967,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151585426983100026,1,1,5742,322
리슬림캡슐12.55mg(시부트라민),200801665,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851500077,1,6,5743,322
살로탄정50밀리그램(로사르탄칼륨),200701405,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428229166200175,2,0,5744,46
살로탄정100밀리그램(로사르탄칼륨),200802066,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428229166200178,6,0,5745,322
살로탄플러스프로정,200706030,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428229166200181,2,0,5746,322
살로탄플러스정,200706029,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428229166200184,2,3,1602,322
살로탄플러스에프정,200706059,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428229166200188,2,3,5747,322
피나테드정1밀리그램(피나스테리드),200502193,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853646956100048,3,2,2419,13604
모프리드정5밀리그램(모사프리드시트르산염수화물),200700790,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661642891500085,1,0,5748,46
리페리돈정3밀리그램(리스페리돈),200702255,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148704365936600008,1,3,5749,322
바라크루드정1.0밀리그램(엔테카비르),200605263,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147860859838100066,5,2,82,13605
바라크루드정0.5밀리그램(엔테카비르),200605262,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147860859838100072,5,0,82,13606
마자놀정(마진돌),200611550,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200025,0,0,5750,46
베라핀정(테르비나핀염산염),200607002,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200030,0,0,5751,46
데파스정0.25밀리그램(에티졸람),200610866,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200033,0,3,5752,3096
세티정25밀리그람(토피라메이트),200608240,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200036,0,0,702,234
큐레틴정(빌베리건조엑스),200607018,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200039,2,2,5753,46
레보드로정(레보드로프로피진),200608116,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151585804063400059,0,0,5754,46
세실정250밀리그램(세푸록심악세틸),200607486,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200045,1,0,4354,46
토프람정25밀리그람(토피라메이트),200607889,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200048,0,0,481,234
스트라테라캡슐10밀리그램(아토목세틴염산염),200610630,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131700098,1,0,5755,322
스트라테라캡슐18밀리그램(아토목세틴염산염),200610631,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131700104,1,3,5756,322
스트라테라캡슐25밀리그램(아토목세틴염산염),200610632,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131700116,1,5,5757,322
스트라테라캡슐40밀리그램(아토목세틴염산염),200610633,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131700110,1,5,5758,322
스트라테라캡슐60밀리그램(아토목세틴염산염),200610634,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151585804063300038,1,5,5759,322
비씨메실산독사조신정2밀리그람,200606648,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200066,1,0,407,5475
코사틴플러스정,200604334,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200069,2,3,5760,297
제이더블유신약로잘탄플러스정,200607677,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F69IB,2,3,5761,4049
로핀플러스정,200607818,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200075,2,3,1356,1383
"로핀플러스에프정(로사르탄칼륨, 히드로클로로티아지드)",200607817,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200078,2,3,1356,10523
디프나졸정150밀리그램(플루코나졸),200607876,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200090,1,2,5762,322
모사칸정(모사프리드시트르산염수화물),200712252,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ml1y5tPLzy,1,0,1198,46
글루리스정(피오글리타존염산염),200706890,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mky9VD2vRX,0,0,3264,5874
포리스탈정(트리메부틴말레산염),200708039,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151689483116700107,0,0,5763,322
해소코푸캡슐,200403206,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851500029,1,3,5764,322
유란정15밀리그램(피오글리타존염산염)(수출용),200708428,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCU7,0,0,312,5874
엘바민정,200302177,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100086,2,3,1020,322
테오라민500캡슐(결정황산글루코사민),200600616,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp5Dk,1,2,5765,322
큐엔비타연질캡슐,200600174,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152035082651700092,1,2,5766,322
씨노스정,200600719,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100095,0,0,3650,322
디펜콜에프캡슐,200600192,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVzIi,1,5,5767,322
아이팜플러스연질캡슐,200600509,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031138247100039,2,1,5768,322
베페놀캡슐(수출명:Fenopidilcap.),200600447,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MxrcAij238,1,3,5769,322
듀오레캡슐,200600724,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100113,1,3,5770,322
화니코푸캡슐,200600518,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100120,1,5,90,322
유펜정(수출용),200600721,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100123,2,0,5771,322
인플라정,200600720,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152760234663200037,0,0,3753,322
메가헬스연질캡슐,200600378,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809054104100176,1,2,5772,322
리드덴타캡슐,200600122,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100134,1,6,5773,322
두캅스플러스캡슐,200500869,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085603005200110,1,5,5774,322
코스민-500캡슐(결정황산글루코사민)(수출명: 어시스트캡슐(ASIST Cap.)),200502484,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151689487764100001,1,2,5775,322
노바코정,200503316,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100146,2,0,5776,322
은록정120mg(은행엽엑스),200502346,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100149,1,4,5777,322
징코로바연질캡슐(은행엽엑스),200500845,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100152,2,4,5778,322
코엔큐연질캡슐(수출명 : CAROLBIC SOFT CAPSULE),200501103,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809062320700100,1,2,5779,322
아이존연질캡슐,200500844,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100166,2,1,4312,322
빌로바정120mg(은행엽건조엑스),200500835,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoqTSVEGsE,0,5,29,322
투헬스연질캡슐,200501234,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100176,1,1,5780,322
덴티에프캡슐,200502646,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851500035,1,1,5781,322
노바킹씨캡슐,200704779,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100188,1,3,5782,322
덴티나인캡슐,200500882,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100196,1,3,5783,322
글리틴연질캡슐(콜린알포세레이트),201208741,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NrCxVBml7d,2,3,5784,322
큐텐시스연질캡슐,201307410,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426713789400111,2,1,5785,322
올메자이드정20/12.5mg,201307882,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426725907400162,0,3,5786,322
로우딘정5mg(암로디핀베실산염),201307927,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152285649754900008,3,0,692,9718
암바스정(에스암로디핀베실산염2.5수화물),201307919,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426729915800037,6,3,95,13044
행코민정(은행엽건조엑스),200501803,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428157583400046,0,5,4856,12148
에바스크정(암로디핀베실산염),201308178,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7WiIONwqt,3,0,5787,4156
대웅바이오아세브로필린캡슐100밀리그램,200703392,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428258513600089,1,6,5788,322
헤라그라정25밀리그램(실데나필시트르산염),201308092,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426736741800000,7,6,5789,6556
레보센정(레보세티리진염산염),200808518,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427921494800188,2,0,233,46
레바피큐정(레바미피드),201308203,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426736741800050,0,0,5790,322
오르텍플러스정,201100984,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500166,0,3,2208,176
피나세틴정(피나스테리드),201307110,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426707491600195,6,6,5791,322
어린이용타스펜정160밀리그램(아세트아미노펜),199400581,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427405147000066,0,3,5792,322
올메세틸정11.04밀리그램(올메사탄실렉세틸),201307705,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152604452406600108,2,0,1115,329
무로펜정(덱시부프로펜),200700876,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150669962846300145,2,0,5793,46
아메타딘정,201307644,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426720602900041,0,4,1628,322
프리텔미정40mg(텔미사르탄),201209665,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426646089400175,2,0,5794,3191
프리텔미정80mg(텔미사르탄),201209664,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426646089400172,2,0,5795,3046
두리방에프정,200908450,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426461934400027,2,5,2770,3046
마더스염산이토프리드정(이토프리드염산염),200604207,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400132,0,0,1132,1273
올사르탄정40밀리그램(올메사르탄메독소밀),201307913,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426729915800021,2,0,3932,4308
올사르탄정10밀리그램(올메사르탄메독소밀),201307915,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426729915800024,0,0,3932,329
올사르탄정20밀리그램(올메사르탄메독소밀),201203632,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426609286000001,0,0,3932,621
모미펜정,200201177,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427748827800008,1,0,5796,46
몬테카스정10밀리그램(몬테루카스트나트륨),201308222,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426736741800066,8,3,481,2166
올메르탄정20밀리그램(올메사탄메독소밀),201100810,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426533551600114,0,0,617,163
올메르탄정10밀리그램(올메사탄메독소밀),201100811,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426533551600119,0,0,5797,163
올메르탄플러스정,201100809,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426533551600111,0,3,5798,163
엠디정(메틸프레드니솔론),201306999,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426705760700065,0,0,5799,46
토피론정25밀리그램(토피라메이트),200502902,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1_-,0,0,295,234
데플라정(데프라자코르트),200502873,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800407078800180,0,0,5800,560
라비시틴정100밀리그램(라모트리진),200502871,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151499401019900057,8,3,5801,322
케이터민정(펜터민염산염),200410865,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_Kcp-,0,0,315,1273
일양바이오아세클로페낙정,200503788,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6HH3,0,0,4300,13545
티나덤캡슐(이트라코나졸),200400129,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151499401019900009,1,6,5802,322
아르니펜정,200400236,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661654875500048,1,0,5803,322
펜디정(펜디메트라진타르타르산염),200512168,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v27v,0,0,702,2924
휴터민정(펜터민염산염),200410853,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853646956100090,6,0,702,46
일양바이오플루코나졸캡슐,200503787,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6HPy,1,5,5804,322
풀로펜연질캅셀200mg(이부프로펜),200100987,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900165,2,3,381,322
웰프로펜정(이부프로펜),200203439,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900168,1,0,5805,322
조아토닉캡슐(수출용),200302005,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131700038,1,2,5806,322
에너시캡슐,200000481,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900174,1,1,5807,322
자이로펜정(잘토프로펜),200502711,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6SkR,0,0,5808,322
유러펜정(잘토프로펜),200802328,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Mqn,0,0,511,329
마더스클로닉신리신정250mg(클로닉신리시네이트)(수출용),200500646,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900189,0,3,927,309
크로닌정(클로닉신리시네이트)(수출용),200403983,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732694515500090,0,2,5809,322
리모드-엘연질캡슐(수출명:와터로스연질캡슐)(수출용),200301201,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661651931000040,2,2,5810,322
파마주석산졸피뎀정(졸피뎀타르타르산염),200606261,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428190319900198,1,0,5811,322
토파메드정25밀리그램(토피라메이트),200600081,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800411198400010,0,0,1320,184
아세크정(아세클로페낙),200600818,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428195302300004,0,0,5812,322
치옥트에이치알정(티옥트산),200500824,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJp8B,1,4,400,322
로세틴캡슐10밀리그램(플루옥세틴염산염),200611319,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVzf1,1,4,5813,322
마이록신캡슐(은교산건조엑스8.16->1),200612310,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577167067000189,1,2,5814,322
대웅보글리보스정0.3밀리그램(보글리보스),200500545,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661642891600020,0,0,118,5609
인플라제정(세라티오펩티다제),200700111,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200118,0,3,4582,4300
아반다릴정4mg/2mg,200610641,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900010,5,3,5287,13607
아반다릴정4mg/4mg,200610642,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900016,5,3,5287,13608
아반다릴정4mg/1mg,200610640,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900004,5,3,5287,13609
팜디악정(팜시클로비르),200608375,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200133,1,0,5815,322
모사렌정(모사프리드시트르산염수화물),200700836,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200136,1,0,536,46
아나클로버정250밀리그램(팜시클로비르),200607750,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150479664903700019,0,0,5816,880
센시덴탈캡슐,200501401,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200151,1,6,5817,322
레보박터정500mg(레보플록사신),200611343,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200157,1,3,5818,935
파로베캡슐,200612754,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759755917300005,1,3,5819,322
팜스터정750밀리그램(팜시클로비르),200500144,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200166,1,0,5820,322
푸록틴확산정20밀리그램(플루옥세틴염산염),200611019,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153158281567200009,2,0,5821,46
가펜틴캡슐100밀리그램(가바펜틴)(수출용),200604232,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577167067000171,1,6,5822,322
메트그린에스알정500밀리그람(메트포르민염산염),200502773,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200184,2,3,5823,322
수텐캡슐50밀리그램(수니티닙말산염),200606182,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153002764366500034,1,3,5824,322
수텐캡슐12.5밀리그램(수니티닙말산염),200606180,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153002764366500028,1,2,5825,322
수텐캡슐25밀리그램(수니티닙말산염),200606181,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153002764366500022,1,3,5826,322
마그넬정(수산화마그네슘),200608466,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597936794100032,1,0,5827,2668
베라드정(배농산급탕),198000151,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428234068200199,1,3,5828,322
레보딥정(레보드로프로피진),200612551,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428239002400002,0,0,5829,322
엘프연질캡슐,200500881,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428277917100199,1,1,5830,322
비타비스정,200502688,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148665493852900030,0,2,3404,1146
실크라민캡슐18.56밀리그램(말산시부트라민),200708646,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611575397700081,1,3,5831,322
실크라민캡슐12.38밀리그램(말산시부트라민),200708645,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611575397700087,1,5,5832,322
제타골드정,200500772,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672201851500119,1,2,5833,322
페리프록스정500밀리그램(데페리프론),200707800,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428282917500035,1,3,5834,322
뷰스타캡슐,200502467,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672206274500033,1,4,5835,322
자라탄정(로사르탄칼륨),200501954,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428282917500041,2,0,1185,13610
옥시큐텐연질캡슐,200501899,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809058168300174,1,2,5836,322
라베피아정10밀리그램(라베프라졸나트륨),200702534,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153261969197700043,0,3,949,329
라베트라정10mg(라베프라졸나트륨),200611332,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428282917500068,0,3,329,297
라베트라정20mg(라베프라졸나트륨),200703185,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153451276898700032,0,3,621,297
라베넥스정20밀리그램(라베프라졸나트륨),200610980,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVzH3,0,3,590,621
파비졸정10밀리그램(라베프라졸나트륨),200611016,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428282917500077,0,3,1185,10587
파비졸정20밀리그램(라베프라졸나트륨),200611017,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428282917500080,0,3,1185,13611
라베트정10mg(라베프라졸나트륨),200611090,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N4wuy1lBFx,0,3,1148,329
라베트정20mg(라베프라졸나트륨),200611091,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428282917500092,0,3,1148,621
라베스토정10밀리그램(라베프라졸나트륨),200702538,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148907400873300026,0,3,5837,322
라베스토정20밀리그램(라베프라졸나트륨),200702549,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428282917500103,0,3,5838,322
라베라톤정10밀리그램(라베프라졸나트륨),200702523,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F69xm,0,3,500,2431
올메사르정20밀리그램(올메사르탄메독소밀),201307476,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152285640712500070,0,0,671,621
에이드정(모사프리드시트르산염이수화물),200702313,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427868771300001,1,0,1042,46
클로잭정(클로미프라민염산염),201306326,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426690960100023,2,3,46,4812
클린펜400연질캡슐(이부프로펜),201308018,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723228746300099,2,6,5839,322
티지피심바스타틴정20밀리그램,201307299,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8jUtEiHcD,2,3,5840,46
